,categoria,titulo
67003,Ciberseguridad,RV: JosÃ© Miguel Requena Pulido le ha invitado a acceder a las aplicaciones de su organizaciÃ³n (67244)
67008,Ciberseguridad,RV: JosÃ© Miguel Requena Pulido le ha invitado a acceder a las aplicaciones de su organizaciÃ³n (67249)
67085,Ciberseguridad,Duda con correo entrante - ESIGN (67328)
67601,Ciberseguridad,Fw: Su Certificado Digital Simple estÃ¡ listo Â¡DescÃ¡rguelo! (67842)
68046,Ciberseguridad,"Alerta de seguridad, correo de usuario erroneo. (68289)"
68094,Ciberseguridad,Posibles Mensajes Maliciosos Facebook (68337)
69562,Ciberseguridad,RE: [GLPI #0068337] Posibles Mensajes Maliciosos Facebook (69805)
69920,Ciberseguridad,Solicitud de instalaciÃ³n de Python (70163)
71198,Ciberseguridad,AutorizaciÃ³n uso Python (71441)
72148,Ciberseguridad,Bloqueo del Aplicativo ION SETUP en SRVIONPRD (72395)
72256,Ciberseguridad,Solicita instalaciÃ³n y desinstalaciÃ³n de software (72504)
72693,Ciberseguridad,InstalaciÃ³n FG Builder Display (72944)
73040,Ciberseguridad,Problemas con aplicaciÃ³n HeidiSQL (73292)
75201,Ciberseguridad,Solicita instalar Python (75451)
76053,Ciberseguridad,RevisiÃ³n de equipo Nicolas Pinto (Python) (76305)
76176,Ciberseguridad,RE: instalacion de programas (76430)
82982,Ciberseguridad,RV: NotificaciÃ³n de vencimiento de contraseÃ±a de red (83260)
83118,Ciberseguridad,Acceso a cuentas Luis Dadone en Argentina (83396)
83345,Ciberseguridad,Acceso correo y van fuera de Chile para ejecutiva (83624)
83423,Ciberseguridad,Solicitud acceso Python - Jorge Figueroa (83702)
85260,Ciberseguridad,POSIBLE PHISHING (85542)
85466,Ciberseguridad,RV: Returned mail: see transcript for details (85748)
87591,Ciberseguridad,ActualizaciÃ³n equipos Trellix (87882)
89953,Ciberseguridad,error en curso // Recuerda! Tienes una capacitaciÃ³n de ciberseguridad pendiente (90251)
90111,Ciberseguridad,alerta de cortex (90411)
90112,Ciberseguridad,Mensaje de Alerta EO (90412)
90924,Ciberseguridad,RE: InstalaciÃ³n Python - Ticket 79836 (91224)
91022,Ciberseguridad,HabilitaciÃ³n srv protecciones zona costa (91323)
91439,Ciberseguridad,RV: DEMOSTRACION PRODUCTO IRIS EQUIFAX/ CHILQUINTA SERVICIOS SA (91747)
91795,Ciberseguridad,RV: Uso inadecuado de dispositivos mÃ³viles (92098)
96802,Ciberseguridad,Favor liberar aplicaciÃ³n de el cortex (97151)
97504,Ciberseguridad,habilitar acceso (97860)
97956,Ciberseguridad,RV: RE: Request for answers for LiPowerLine (98315)
98242,Ciberseguridad,alerta de virus (98602)
98417,Ciberseguridad,Segundo aviso: Autoriza el uso de datos / Chilquinta DistribuciÃ³n <datoscen@chilquinta.cl> (98779)
99685,Ciberseguridad,Solicitud calendario en Teams (100061)
100236,Ciberseguridad,Excepcion de Trellix en Pivote Pasalc (100613)
104607,Ciberseguridad,Re: Comparto listado curso (favor dar los permisos en cortex) (105053)
106205,Ciberseguridad,Casos de prueba para implementaciÃ³n de URL filtering (106653)
